Tipo_Pericia,Tipo_Local,Qtd_Objetos,Qtd_Fotos,Qtd_Fitas,Horario_Exame,Delegacia,Tecnica_Utilizada,Violencia_Domestica,Vitima_Idosa,Classificacao_Prioridade
Veículo Localizado (furtado ou roubado),Área Rural,4,15,5,2023-10-06 00:24:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1499
Violação de Sepultura,Residência,2,116,0,2023-05-09 14:22:00,DHPP (Homicídios),"Empoamento, Macrofotografia",False,False,0.1328
Dano,Hospital,1,11,2,2023-05-10 13:15:00,DEAM (Mulher),Macrofotografia,True,True,0.4621
Suicídio,Pátio,4,17,4,2023-04-22 13:45:00,3ª DP,Luz forense/lanterna,False,False,0.1092
Tráfico de Entorpecentes,Pátio,0,51,0,2023-03-20 21:25:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1701
Receptação,Terreno Baldio,4,24,5,2023-08-11 17:57:00,1ª DP,Luz forense/lanterna,True,True,0.415
Aborto,Terreno Baldio,2,30,0,2023-04-09 17:32:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia",True,False,0.3468
Aborto,Pátio,4,6,0,2023-03-24 20:33:00,1ª DP,Empoamento,False,False,0.1332
Tentativa de Homicídio,Pátio,9,25,0,2023-04-25 06:54:00,2ª DP,Macrofotografia,False,True,0.8906
Ameaça,Hospital,3,62,1,2023-10-21 07:46:00,DCA (Criança e Adolescente),Macrofotografia,True,False,0.3242
Incêndio (sem vítima),Residência,0,59,4,2023-10-17 13:45:00,3ª DP,"Empoamento, Macrofotografia",False,False,0.1513
Lesão Corporal,Residência,0,53,1,2023-01-28 10:18:00,2ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.5167
Pichação,Estabelecimento Comercial,3,13,1,2023-08-26 01:56:00,1ª DP,"Macrofotografia, Luz forense/lanterna",False,True,0.2518
Roubo Com Estupro,Pátio,0,20,3,2023-05-30 16:27:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.6516
Roubo,Área Rural,1,17,1,2023-12-03 07:09:00,3ª DP,"Empoamento, Luz forense/lanterna",False,False,0.3828
Adulteração de Placa e/ou Lacre,DP,1,22,1,2023-05-14 06:29:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.3122
Latrocínio e/ou Tentativa de Latrocínio,Área Rural,10,48,3,2023-10-26 20:54:00,DHPP (Homicídios),Luz forense/lanterna,False,True,0.8342
Arremesso de Projétil,Estabelecimento Comercial,0,41,0,2023-11-06 20:46:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.3341
Morte Aparentemente Natural,Terreno Baldio,13,16,1,2023-10-01 23:06:00,DHPP (Homicídios),Luz forense/lanterna,False,False,0.193
Local de Estupro e/ou Veículo Envolvido em Estupro,Estabelecimento Comercial,1,5,1,2023-01-03 01:29:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.8414
Latrocínio e/ou Tentativa de Latrocínio,Hospital,0,15,3,2023-03-21 08:53:00,1ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.6812
Explosão (sem vítima),Estabelecimento Comercial,0,6,0,2023-01-01 10:49:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.49
Adulteração de Placa e/ou Lacre,DP,5,53,1,2023-05-01 18:26:00,2ª DP,"Empoamento, Luz forense/lanterna",False,False,0.1367
Maus Tratos de Animal,Via Pública,2,6,0,2023-05-14 07:44:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.3364
Explosão (com vítima),Pátio,0,62,4,2023-03-24 09:51:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",False,False,0.4077
Furto,DP,2,57,2,2023-03-31 03:35:00,2ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.1767
Eletroplessão,Área Rural,N/A,29,0,2023-04-27 02:34:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.2889
Infanticídio,Terreno Baldio,999999,26,0,2023-09-26 04:28:00,2ª DP,Luz forense/lanterna,False,True,0.8974
Arremesso de Projétil,Pátio,1,15,1,2023-11-26 05:01:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.401
Tentativa de Homicídio,Estabelecimento Comercial,2,5,0,2023-05-03 21:25:00,3ª DP,Macrofotografia,False,True,0.8796
Arremesso de Projétil,Via Pública,1,34,6,2023-06-09 12:46:00,DRFC (Furtos),Empoamento,True,True,0.4529
Infanticídio,Área Rural,0,29,1,2023-04-19 03:56:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.896
Roubo,DP,3,39,3,2023-12-28 15:39:00,3ª DP,Luz forense/lanterna,True,False,0.5937
Suicídio,Via Pública,2,24,2,2023-12-15 15:23:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.3289
Roubo Com Estupro,Terreno Baldio,5,8,2,2023-04-26 18:45:00,DEAM (Mulher),Empoamento,True,True,0.9551
Pichação,Terreno Baldio,2,36,0,2023-05-05 18:48:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.168
Pichação,Área Rural,1,22,4,2023-10-07 22:23:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4271
Ossada Encontrada,Via Pública,0,34,0,2023-12-24 04:29:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.2935
Feto Encontrado,DP,4,9,1,2023-05-18 15:27:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.7091
Adulteração de Placa e/ou Lacre,Pátio,1,7,6,2023-11-01 04:10:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1183
Veículo Localizado (furtado ou roubado),DP,1,18,4,,1ª DP,Luz forense/lanterna,True,False,0.268
Furto de Energia Elétrica ou Termodinâmica,Pátio,2,13,3,2023-05-20 02:53:00,1ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.3221
Furto d'água,Terreno Baldio,1,8,3,2023-06-13 16:36:00,1ª DP,Luz forense/lanterna,False,True,0.2716
Eletroplessão,Estabelecimento Comercial,2,23,0,2023-12-03 20:36:00,3ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.4042
Suicídio,Hospital,4,18,1,31/02/2023 25:00:00,DEAM (Mulher),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.4408
Cadáver Encontrado,Residência,5,60,1,2023-06-11 02:15:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.3402
Feto Encontrado,Estabelecimento Comercial,4,29,2,2023-09-27 03:43:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.7399
Roubo,Terreno Baldio,2,59,5,2023-07-26 19:04:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.4499
Estelionato,Hospital,4,16,0,2023-11-21 14:58:00,DHPP (Homicídios),Empoamento,True,False,0.2711
Incêndio (sem vítima),DP,0,22,0,2023-07-07 05:07:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",False,False,0.1613
Incêndio (com vítima),Residência,0,22,1,2023-03-07 18:28:00,DRFC (Furtos),Empoamento,False,True,0.5148
Cadáver Encontrado,Estabelecimento Comercial,1,6,0,2023-07-29 12:05:00,DEAM (Mulher),Luz forense/lanterna,False,True,0.3341
Furto Qualificado (arrombamento),Pátio,0,35,0,2023-04-20 10:43:00,DHPP (Homicídios),Empoamento,False,True,0.3434
Furto em Interior de Veículo,Via Pública,18,17,0,2023-03-02 14:26:00,DHPP (Homicídios),"Empoamento, Macrofotografia",False,True,0.306
Disparo de Arma de Fogo,Estabelecimento Comercial,6,26,3,2023-08-14 07:41:00,3ª DP,"Luz forense/lanterna, Macrofotografia",True,True,0.6963
Tentativa de Suicídio,Residência,4,15,2,2023-08-15 23:17:00,DRFC (Furtos),"Macrofotografia, Empoamento",True,True,0.488
Tráfico de Entorpecentes,Terreno Baldio,1,38,0,2023-02-07 02:57:00,2ª DP,Macrofotografia,True,False,0.3215
Veículo Localizado (furtado ou roubado),ESTABELECIMENTO COMERCIAL,0,16,0,2023-04-19 16:49:00,2ª DP,Macrofotografia,False,True,0.2749
Infanticídio,Área Rural,0,67,0,2023-02-06 22:29:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",False,True,0.8807
Dano Seguido de Lesão Corporal,Área Rural,1,5,1,2023-06-06 21:01:00,DEAM (Mulher),Empoamento,False,False,0.4493
Furto em Interior de Veículo,Residência,3,20,1,2023-05-02 03:16:00,3ª DP,Luz forense/lanterna,False,False,0.1263
Ossada Encontrada,Estabelecimento Comercial,0,21,6,2023-03-21 20:03:00,3ª DP,Macrofotografia,False,False,0.1563
Disparo de Arma de Fogo,Hospital,6,79,6,2023-08-13 10:22:00,3ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.5827
Tentativa de Suicídio,DP,2,22,0,2023-07-17 19:40:00,DEAM (Mulher),Luz forense/lanterna,False,False,0.1863
Latrocínio e/ou Tentativa de Latrocínio,Hospital,3,17,1,2023-12-07 11:01:00,2ª DP,"Macrofotografia, Luz forense/lanterna",False,True,0.8456
Abandono de Incapaz,Estabelecimento Comercial,2,57,2,2023-10-15 02:21:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.731
Morte Aparentemente Natural,Estabelecimento Comercial,1,15,0,2023-11-17 08:57:00,DEAM (Mulher),Empoamento,True,True,0.4882
Tentativa de Suicídio,Estabelecimento Comercial,1,57,3,2023-10-22 17:00:00,DHPP (Homicídios),"Macrofotografia, Empoamento",False,False,0.1901
Furto de Energia Elétrica ou Termodinâmica,Terreno Baldio,4,18,2,2023-02-13 08:24:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.3413
Marca em Animal,Terreno Baldio,3,41,1,2023-05-11 23:29:00,1ª DP,"Empoamento, Luz forense/lanterna",True,False,0.3295
Tentativa de Suicídio,DP,5,20,0,2023-04-13 09:48:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.306
Furto de Energia Elétrica ou Termodinâmica,Estabelecimento Comercial,3,10,1,2023-07-30 15:25:00,DEAM_(Mulher),Empoamento,False,True,0.3308
Violação de Sepultura,DP,1,19,5,2023-01-13 09:37:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,Sim,0.3156
Incêndio (com vítima),Residência,0,29,0,2023-07-09 08:36:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",False,False,0.3764
Suicídio,DP,3,41,3,2023-11-03 06:36:00,3ª DP,Macrofotografia,False,False,0.1522
Explosão (com vítima),Terreno Baldio,2,31,2,2023-09-11 03:11:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.5605
Tentativa de Homicídio,Residência,0,16,1,2023-11-27 07:23:00,DHPP (Homicídios),"Empoamento, Macrofotografia",True,False,0.8975
Roubo Com Estupro,Residência,6,7,0,2023-09-16 16:52:00,3ª DP,Luz forense/lanterna,False,False,0.6975
Desmanche de Veículos,Via Pública,0,6,1,,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.2602
Ossada Encontrada,Hospital,999999,12,0,2023-09-02 00:41:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1548
Roubo,Via Pública,13,10,0,2023-07-10 14:30:00,2ª DP,"Macrofotografia, Luz forense/lanterna",True,true,0.504
Ossada Encontrada,Área Rural,2,22,1,2023-04-07 03:56:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.2797
Explosão (com vítima),Residência,0,117,2,2023-03-10 21:12:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.5223
Arremesso de Projétil,Estabelecimento Comercial,1,31,1,2023-02-20 00:00:00,DHPP (Homicídios),Macrofotografia,False,False,0.1671
Marca em Animal,Área Rural,5,11,0,2023-08-04 02:35:00,DCA (Criança e Adolescente),Luz forense/lanterna,True,False,0.2987
Latrocínio e/ou Tentativa de Latrocínio,DP,2,21,0,2023-09-11 23:18:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.8933
Estelionato,Via Pública,4,34,2,2023-12-26 09:36:00,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.2522
Veículo Localizado (furtado ou roubado),Via Pública,4,12,0,2023-06-16 05:16:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.3272
Tentativa de Suicídio,Área Rural,4,9,0,2023-08-22 05:26:00,DEAM (Mulher),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1817
Estelionato,Área Rural,3,5,2,2023-12-15 16:56:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",False,False,0.1988
Explosão (sem vítima),Hospital,1,6,2,2023-02-23 16:37:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.3372
Aborto,Área Rural,1,16,1,2023-01-16 10:50:00,3ª DP,Empoamento,False,False,0.1738
Violação de Sepultura,Hospital,4,9,2,2023-02-02 14:37:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.347
Tentativa de Homicídio,Área Rural,1,22,1,2023-06-19 17:10:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.8113
Feminicídio,Hospital,3,28,0,2023-06-14 05:27:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,1.0
Abandono de Incapaz,Estabelecimento Comercial,0,13,0,2023-05-03 20:09:00,1ª DP,Macrofotografia,False,False,0.6845
Tráfico de Entorpecentes,Área Rural,0,11,0,2023-12-28 11:22:00,DEAM (Mulher),"Empoamento, Macrofotografia",True,True,0.4308
Ameaça,Área Rural,1,5,4,2023-09-28 12:15:00,DEAM (Mulher),Luz forense/lanterna,True,True,0.4189
Infanticídio,Hospital,1,8,0,2023-02-03 09:45:00,DRFC (Furtos),Empoamento,False,False,0.652
Explosão (sem vítima),DP,0,24,0,2023-10-10 06:01:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.2516
Violação de Sepultura,Estabelecimento Comercial,0,23,0,2023-10-09 00:45:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",False,True,0.2995
Pichação,Terreno Baldio,0,8,0,2023-03-27 21:24:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",False,True,0.2851
Eletroplessão,Via Pública,7,14,5,2023-08-15 02:59:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.3006
Furto em Interior de Veículo,Área Rural,3,12,4,2023-05-30 00:06:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1955
Latrocínio e/ou Tentativa de Latrocínio,Área Rural,0,12,4,2023-08-12 22:25:00,DRFC (Furtos),"Empoamento, Macrofotografia",True,False,0.8226
Feminicídio,Estabelecimento Comercial,0,51,0,2023-10-18 12:47:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,1.0
Aborto,Residência,7,88,2,2023-11-02 10:02:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1335
Latrocínio e/ou Tentativa de Latrocínio,Área Rural,1,15,0,2023-07-11 07:32:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",False,False,0.7372
Adulteração de Placa e/ou Lacre,Hospital,0,43,0,2023-04-27 09:08:00,DEAM (Mulher),Macrofotografia,True,False,0.2565
Aborto,Área Rural,7,76,3,31/02/2023 25:00:00,DEAM (Mulher),"Macrofotografia, Empoamento",True,False,0.2658
Lesão Corporal,Residência,999999,77,1,2023-11-24 04:08:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.5505
Incêndio (com vítima),Hospital,1,26,0,2023-12-15 20:30:00,DEAM (Mulher),Empoamento,False,False,0.4434
Adulteração de Placa e/ou Lacre,DP,0,21,0,2023-05-11 12:55:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1852
Tráfico de Entorpecentes,Via Pública,3,28,1,2023-03-23 17:48:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.3471
Morte Aparentemente Natural,Pátio,3,30,2,2023-05-27 04:11:00,  DEAM (Mulher)  ,Empoamento,False,True,0.2608
Marca em Animal,Via Pública,1,5,2,2023-06-25 15:39:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1907
Suicídio,Pátio,21,22,1,2023-12-24 23:00:00,3ª DP,"Macrofotografia, Empoamento",True,True,0.4514
Afogamento,Estabelecimento Comercial,1,-7,0,2023-05-04 15:14:00,DRFC (Furtos),Luz forense/lanterna,False,False,0.1314
Furto d'água,Residência,5,9,12,2023-01-04 05:10:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.2745
Latrocínio e/ou Tentativa de Latrocínio,Pátio,0,5,9,2024-01-01 03:19:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.7262
Morte Aparentemente Natural,DP,1,105,3,2023-10-24 03:07:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1131
Desmanche de Veículos,Pátio,0,37,2,2023-04-24 11:15:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",True,False,0.2695
Afogamento,Terreno Baldio,5,21,1,2023-04-30 03:26:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.275
Veículo Localizado (furtado ou roubado),Hospital,6,10,3,2023-09-22 23:14:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,True,0.4401
Morte Aparentemente Natural,Estabelecimento Comercial,4,33,5,2023-06-13 05:24:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",True,False,0.2583
Pichação,Estabelecimento Comercial,0,18,0,2023-01-01 00:25:00,3ª DP,Luz forense/lanterna,False,True,0.345
Tráfico de Entorpecentes,Terreno Baldio,1,26,3,2023-07-16 07:21:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.3439
Homicídio,Via Pública,1,6,0,2023-03-24 09:38:00,DRFC (Furtos),"Macrofotografia, Empoamento",True,False,0.8246
Marca em Animal,Hospital,1,6,7,2023-09-22 19:36:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.2582
Disparo de Arma de Fogo,Residência,0,12,0,2023-11-16 22:56:00,DEAM (Mulher),Luz forense/lanterna,False,True,0.5516
Violação de Sepultura,Pátio,2,12,1,2023-06-18 23:53:00,DEAM (Mulher),Luz forense/lanterna,False,True,0.2759
Furto d'água,Estabelecimento Comercial,7,80,0,2023-10-24 19:07:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",False,True,0.3245
Feto Encontrado,Área Rural,0,48,0,2023-08-01 13:28:00,1ª DP,"Luz forense/lanterna, Empoamento",True,False,0.8698
Dano Seguido de Lesão Corporal,Via Pública,2,16,1,2023-09-08 07:33:00,DRFC (Furtos),Empoamento,True,False,0.5553
Ameaça,Pátio,0,9,6,2023-03-25 02:32:00,2ª DP,Luz forense/lanterna,True,False,0.3422
Afogamento,Estabelecimento Comercial,3,9,0,2023-10-09 12:28:00,3ª DP,"Empoamento, Luz forense/lanterna",True,True,0.4381
Arremesso de Projétil,Via Pública,2,23,0,2023-10-29 18:16:00,1ª DP,"Empoamento, Luz forense/lanterna",False,False,0.1913
Eletroplessão,DP,5,9,0,2023-11-02 14:47:00,2ª DP,Luz forense/lanterna,True,False,0.263
Homicídio,Estabelecimento Comercial,0,92,0,2023-08-22 15:08:00,2ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.6781
Violação de Sepultura,Hospital,2,32,0,2023-06-28 18:54:00,DHPP (Homicídios),Macrofotografia,True,True,0.4918
Infanticídio,Hospital,0,52,1,2023-05-12 11:37:00,3ª DP,"Empoamento, Macrofotografia",True,True,0.9725
Tráfico de Entorpecentes,Hospital,1,23,1,2023-08-13 23:46:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.4421
Furto,Pátio,2,23,4,2023-03-02 15:50:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,True,0.2758
Violação de Sepultura,DP,0,10,0,2023-11-19 03:16:00,DHPP (Homicídios),"Empoamento, Macrofotografia",True,False,0.2501
Violação de Domicílio,Via Pública,3,49,9,2023-04-12 04:44:00,DHPP (Homicídios),Luz forense/lanterna,False,False,0.1096
Violação de Sepultura,Pátio,4,30,1,2023-08-26 02:13:00,DRFC (Furtos),"Empoamento, Macrofotografia",True,False,0.2662
Desmanche de Veículos,Área Rural,3,135,0,2023-07-23 10:28:00,DEAM (Mulher),Luz forense/lanterna,False,True,0.2895
Infanticídio,Hospital,2,12,1,2023-07-04 02:25:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.8177
Exercício Arbitrário das Próprias Razões,Pátio,0,6,2,2023-03-10 16:15:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",True,False,0.2518
Violação de Sepultura,Pátio,6,51,0,2023-04-29 07:15:00,DEAM (Mulher),"Empoamento, Macrofotografia",False,False,0.1034
Explosão (sem vítima),DP,6,27,17,2023-06-23 01:02:00,1ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1527
Furto em Interior de Veículo,Área Rural,2,15,0,2023-01-17 20:46:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.2976
Desmanche de Veículos,DP,6,13,3,2023-08-02 17:18:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.2677
Dano Seguido de Lesão Corporal,Hospital,9,18,1,2023-02-08 02:22:00,DEAM (Mulher),Empoamento,True,False,0.5583
Veículo Localizado (furtado ou roubado),Terreno Baldio,2,22,1,2023-10-30 08:01:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4815
Explosão (com vítima),Estabelecimento Comercial,1,8,1,2023-04-01 03:00:00,DEAM (Mulher),Luz forense/lanterna,False,True,0.5453
Aborto,DP,3,999999,2,2023-06-29 07:11:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1343
Violação de Domicílio,Área Rural,0,75,3,2023-04-03 11:30:00,DEAM (Mulher),Macrofotografia,False,False,0.1742
Incêndio (sem vítima),Hospital,1,42,1,2023-04-22 19:01:00,2ª DP,Empoamento,False,False,0.1823
Violação de Domicílio,Hospital,0,20,2,2023-10-03 21:08:00,DEAM (Mulher),Empoamento,False,False,0.1319
Homicídio,Área Rural,0,37,5,2023-12-31 13:54:00,1ª DP,Macrofotografia,True,True,0.9859
Infanticídio,Via Pública,2,16,0,2023-01-05 19:29:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.819
